longitude,latitude
-1.3271383933723,39.4700562715903
-1.04814653776586,44.0717843434587
1.77733637522906,43.0450515444949
9.1493828067556,40.7072993637994
2.543386782296,42.6826715574414
2.67214639503509,43.4477399289235
-0.591753866001964,40.1366811803728
7.72398603037,45.2051323572919
-4.24934080466628,40.6481654905528
7.66858830239624,47.2808897553384
-7.78635745070875,39.1068615426123
11.1624221498519,46.0490835510567
0.483627233207226,40.7887245978415
13.5314031429216,41.0186903683841
-5.85705355901271,38.2238978809118
-1.36317935649306,49.1479387870058
0.545836298838258,49.547768169269
-0.960454055294395,38.5824624076486
-0.301275239214301,46.0231633735821
9.02722619056702,39.8511932303756
-0.789233317449689,42.2281869822368
12.2850401946157,44.8745005854592
15.9040467901155,38.0230366603285
-4.02625444892794,39.4111357986927
-0.642912053391337,42.6782877683267
-6.16565582428128,41.2652673681825
2.7776189853996,42.4395178849623
10.3572889305651,46.4099542862922
2.36439762689173,42.7717962076888
0.74843991201371,43.3029307053238
-2.936186917983,36.7322380254418
13.1310882630572,43.9458468849212
0.0413223621249199,40.326447894983
6.22544598869979,43.6796331746504
14.8535710221902,47.1085344177112
-5.62748476240784,41.3660380540788
-8.76926169786602,39.6862011519447
13.6906900572777,45.1256906029582
9.79606625575572,45.4593639238551
13.2105513443053,43.434485569112
-3.56896783735603,48.4194420935214
-4.64275547966361,40.0248769660667
-8.53368143841624,43.2688945949823
-8.70835419289768,38.2521483686194
8.70857126999646,41.8488099262863
2.38014941509813,42.3636111795157
16.9754310606048,39.2742148713395
12.9790768147632,48.4521921677887
9.27544701457024,45.6255699745193
2.83469374477863,41.7836735035107
5.20868963230401,43.8612123671174
-1.12661788631231,48.8035976182669
16.4490495115519,39.4449224195629
13.6295448101312,37.9685515004769
18.4881339631602,40.0634707481042
1.75463176548481,41.6564968387783
17.4887701978907,43.1891317502782
-4.06994173292071,48.4732611045614
-4.39015677560121,40.2510935088992
-0.628303323872387,40.9849834544212
-0.235215698219836,40.0175573134422
-0.402518533915281,49.0976899258047
5.04975827403367,44.3927646146715
8.98421202171594,39.0257565430924
10.9769284063578,45.125341427736
-0.901447064727545,49.1859930730984
0.814804026558995,41.9671684833244
10.6278483756259,45.7282678056881
-3.63429049853235,38.4516974136606
-1.53030732665211,41.0451913690567
-8.52984440207481,40.4244485029206
-8.90654103528708,37.9888211710379
-8.40915125828236,37.1256594954804
-8.14310592871159,38.1572019379959
12.0137500362098,45.8991861650348
9.40096911989152,46.6340954050422
12.3763763146847,46.8028774308413
13.76081226293,47.8514093604311
11.3433499771357,45.8787980611995
-1.51430044461042,42.2858891078457
-4.44180181298405,38.2760886122659
15.0382380758971,44.4580823490769
-5.96007787492126,39.1501735752821
2.5822706432268,46.5647447291017
-1.78111616227776,38.915430717729
-3.12323698688298,47.522313237153
8.69414168734103,42.2052407320589
21.0672441058978,39.4479147408903
7.2852551760152,44.7552267517522
-7.57549288991839,39.6020419584587
-2.39116573132575,40.7552070797607
1.02015544962138,42.6982431410998
-3.09146802097559,41.8991492523625
15.2845314766839,37.9280118642002
11.8529144135118,45.9628218591213
11.7715368612111,42.2410648009181
9.38594707392156,39.1074293392152
6.92409723188728,43.7677940916643
8.93629315402359,45.5679327878728
-1.24430059205741,43.6648032288253
4.83027260310948,46.4461697359383
14.6451066322252,37.063562592864
14.6900363819301,37.5793636459857
-4.83609994526952,37.4385481737554
-6.98405586048961,37.3666121416911
4.66816149946302,44.0936989373714
10.96374983605,46.889660885781
17.824463038072,43.0996347308531
4.76404256783426,43.7775297346711
20.1037185657397,48.7491530875862
0.589608216136694,43.88720018778
8.51604552276432,39.691668725051
21.9177234131098,38.3290980409831
14.3369848233461,47.5270104892179
8.78732039738446,46.7804297057539
14.6231216936931,36.8063574049249
10.2161657500267,47.9284207139909
3.75282471656799,43.7052135850862
21.8287647587433,37.8837373657525
19.7234887925163,42.7089486295357
8.33250189118087,46.7284781372547
-3.2381801026687,36.5197664923221
8.47169490136206,46.026536157541
-6.26620546653867,42.77880446814
13.7974698809907,47.2180552755296
-8.17590294957161,38.9785963938013
18.0806340723857,42.596078931056
16.1641516516358,38.5176864240319
0.461612278968096,43.627004766129
-2.04434682793915,40.2289051730931
8.20444193869829,40.9878550156578
-2.9358347819373,47.7646445525438
-1.1464666647464,40.1133784670755
16.4412538759038,39.65040473409
10.5566753322259,43.4093295793608
18.7520242653787,42.5824563802779
-1.26569016814232,42.0981822767854
13.5462761848047,43.2863811326027
-1.86926624584943,40.6207758278772
9.2514547656849,42.3279158499837
14.0118577255681,37.289950476326
-7.28617480903864,38.0317495884374
-5.1504390868172,36.5447875704244
-2.32918730210513,37.7717155726627
16.3353342793137,41.3373095732555
7.20948467336595,43.6512824409455
-6.94898009687662,39.7083317039162
-1.53993559211493,40.3364095132053
-6.45500888466835,36.7648343266547
-3.18563470751047,48.6506642762572
